gene,jw_id,medium,n_replicates
ygaV,JW2642,M63,3
ygaW,JW2645,LB,3
ygaW,JW2645,M63,3
ygaX,JW2655,LB,3
ygaX,JW2655,M63,3
ygaY,JW5428,LB,3
ygaY,JW5428,M63,3
ygaZ,JW2657,LB,3
ygaZ,JW2657,M63,3
ygbA,JW2702,LB,3
ygbA,JW2702,M63,3
ygbE,JW2719,LB,3
ygbE,JW2719,M63,3
ygbF,JW5438,LB,3
ygbF,JW5438,M63,3
ygbI,JW2705,LB,3
ygbI,JW2705,M63,3
ygbJ,JW2706,LB,3
ygbJ,JW2706,M63,3
ygbK,JW2707,LB,3
ygbK,JW2707,M63,3
ygbL,JW2708,LB,3
ygbL,JW2708,M63,3
ygbM,JW2709,LB,3
ygbM,JW2709,M63,3
ygbN,JW2710,LB,3
ygbN,JW2710,M63,3
ygbT,JW2725,LB,3
ygbT,JW2725,M63,3
ygcB,JW2731,LB,3
ygcB,JW2731,M63,3
ygcE,JW5444,LB,3
ygcE,JW5444,M63,3
ygcF,JW2748,LB,3
ygcF,JW2748,M63,3
ygcG,JW5445,LB,3
ygcG,JW5445,M63,3
ygcH,JW2726,LB,3
ygcH,JW2726,M63,3
ygcI,JW5844,LB,3
ygcI,JW5844,M63,3
ygcJ,JW2728,LB,3
ygcJ,JW2728,M63,3
ygcK,JW2729,LB,3
ygcK,JW2729,M63,3
ygcL,JW2730,LB,3
ygcL,JW2730,M63,3
ygcM,JW2735,LB,3
ygcM,JW2735,M63,3
ygcN,JW2736,LB,3
ygcN,JW2736,M63,3
ygcO,JW2737,LB,3
ygcO,JW2737,M63,3
ygcP,JW2738,LB,3
ygcP,JW2738,M63,3
ygcQ,JW5440,LB,3
ygcQ,JW5440,M63,3
ygcR,JW5441,LB,3
ygcR,JW5441,M63,3
ygcS,JW5845,LB,3
ygcS,JW5845,M63,3
ygcU,JW5442,LB,3
ygcU,JW5442,M63,3
ygcW,JW5443,LB,3
ygcW,JW5443,M63,3
ygdB,JW5450,LB,3
ygdB,JW5450,M63,3
ygdD,JW2778,LB,3
ygdD,JW2778,M63,3
ygdE,JW2777,LB,3
ygdE,JW2777,M63,3
ygdH,JW2766,LB,3
ygdH,JW2766,M63,3
ygdI,JW5448,LB,3
ygdI,JW5448,M63,3
ygdK,JW2782,LB,3
ygdK,JW2782,M63,3
ygdL,JW2783,LB,3
ygdL,JW2783,M63,3
ygdQ,JW2800,LB,3
ygdQ,JW2800,M63,3
ygdR,JW2801,LB,3
ygdR,JW2801,M63,3
ygeA,JW2808,LB,3
ygeA,JW2808,M63,3
ygeD,JW2803,LB,3
ygeD,JW2803,M63,3
ygeF,JW2818,LB,3
ygeF,JW2818,M63,3
ygeG,JW2819,LB,3
ygeG,JW2819,M63,3
ygeH,JW2820,LB,3
ygeH,JW2820,M63,3
ygeI,JW5456,LB,3
ygeI,JW5456,M63,3
ygeK,JW5458,LB,3
ygeK,JW5458,M63,3
ygeL,JW2824,LB,3
ygeL,JW2824,M63,3
ygeM,JW5459,LB,3
ygeM,JW5459,M63,3
ygeN,JW5460,LB,3
ygeN,JW5460,M63,3
ygeO,JW5846,LB,3
ygeO,JW5846,M63,3
ygeP,JW2831,LB,3
ygeP,JW2831,M63,3
ygeQ,JW5461,LB,3
ygeQ,JW5461,M63,3
ygeR,JW2833,LB,3
ygeR,JW2833,M63,3
ygeV,JW2837,LB,3
ygeV,JW2837,M63,3
ygeW,JW5463,LB,3
ygeW,JW5463,M63,3
ygeX,JW2839,LB,3
ygeX,JW2839,M63,3
ygeY,JW2840,LB,3
ygeY,JW2840,M63,3
ygfA,JW2879,LB,3
ygfA,JW2879,M63,3
ygfB,JW5473,LB,3
ygfB,JW5473,M63,3
ygfF,JW2870,LB,3
ygfF,JW2870,M63,3
ygfG,JW2886,LB,3
ygfG,JW2886,M63,3
ygfH,JW2887,LB,3
ygfH,JW2887,M63,3
ygfI,JW5476,LB,3
ygfI,JW5476,M63,3
ygfJ,JW2845,LB,3
ygfJ,JW2845,M63,3
ygfK,JW5923,LB,3
ygfK,JW5923,M63,3
ygfM,JW2848,LB,3
ygfM,JW2848,M63,3
ygfO,JW2850,LB,3
ygfO,JW2850,M63,3
ygfQ,JW5467,LB,3
ygfQ,JW5467,M63,3
ygfS,JW5468,LB,3
ygfS,JW5468,M63,3
ygfT,JW5469,LB,3
ygfT,JW5469,M63,3
ygfU,JW5470,LB,3
ygfU,JW5470,M63,3
ygfX,JW2864,LB,3
ygfX,JW2864,M63,3
ygfY,JW2865,LB,3
ygfY,JW2865,M63,3
ygfZ,JW2866,LB,3
ygfZ,JW2866,M63,3
yggC,JW2895,LB,3
yggC,JW2895,M63,3
yggD,JW2896,LB,3
yggD,JW2896,M63,3
yggE,JW2889,LB,3
yggE,JW2889,M63,3
yggF,JW2897,LB,3
yggF,JW2897,M63,3
yggG,JW2903,LB,3
yggG,JW2903,M63,3
yggH,JW2927,LB,3
yggH,JW2927,M63,3
yggJ,JW2913,LB,3
yggJ,JW2913,M63,3
yggL,JW2926,LB,3
yggL,JW2926,M63,3
yggM,JW2923,LB,3
yggM,JW2923,M63,3
yggN,JW2925,LB,3
yggN,JW2925,M63,3
yggP,JW5477,LB,3
yggP,JW5477,M63,3
yggR,JW2917,LB,3
yggR,JW2917,M63,3
yggS,JW2918,LB,3
yggS,JW2918,M63,3
yggT,JW2919,LB,3
yggT,JW2919,M63,3
yggU,JW5479,LB,3
yggU,JW5479,M63,3
yggV,JW2921,LB,3
yggV,JW2921,M63,3
yggW,JW2922,LB,3
yggW,JW2922,M63,3
yggX,JW2929,LB,3
yggX,JW2929,M63,3
yghA,JW2972,LB,3
yghA,JW2972,M63,3
yghB,JW2976,LB,3
yghB,JW2976,M63,3
yghD,JW2935,LB,3
yghD,JW2935,M63,3
yghE,JW5924,LB,3
yghE,JW5924,M63,3
yghF,JW5484,LB,3
yghF,JW5484,M63,3
yghG,JW2938,LB,3
yghG,JW2938,M63,3
yghJ,JW5925,LB,3
yghJ,JW5925,M63,3
yghK,JW2942,LB,3
yghK,JW2942,M63,3
yghO,JW5848,LB,3
yghO,JW5848,M63,3
yghQ,JW5490,LB,3
yghQ,JW5490,M63,3
yghR,JW2952,LB,3
yghR,JW2952,M63,3
yghS,JW5491,LB,3
yghS,JW5491,M63,3
yghT,JW2954,LB,3
yghT,JW2954,M63,3
yghU,JW5492,LB,3
yghU,JW5492,M63,3
yghW,JW2966,LB,3
yghW,JW2966,M63,3
yghX,JW5926,LB,3
yghX,JW5926,M63,3
yghY,JW5496,LB,3
yghY,JW5496,M63,3
yghZ,JW2970,LB,3
yghZ,JW2970,M63,3
ygiB,JW5927,LB,3
ygiB,JW5927,M63,3
ygiC,JW3006,LB,3
ygiC,JW3006,M63,3
ygiE,JW3008,LB,3
ygiE,JW3008,M63,3
ygiF,JW3026,LB,3
ygiF,JW3026,M63,3
ygiH,JW3031,LB,3
ygiH,JW3031,M63,3
ygiL,JW3011,LB,3
ygiL,JW3011,M63,3
ygiN,JW2997,LB,3
ygiN,JW2997,M63,3
ygiP,JW3032,LB,3
ygiP,JW3032,M63,3
ygiQ,JW5501,LB,3
ygiQ,JW5501,M63,3
ygiS,JW2988,LB,3
ygiS,JW2988,M63,3
ygiU,JW2990,LB,3
ygiU,JW2990,M63,3
ygiV,JW5502,LB,3
ygiV,JW5502,M63,3
ygiW,JW2992,LB,3
ygiW,JW2992,M63,3
ygiZ,JW2995,LB,3
ygiZ,JW2995,M63,3
ygjE,JW3035,LB,3
ygjE,JW3035,M63,3
ygjF,JW3040,LB,3
ygjF,JW3040,M63,3
ygjG,JW5510,LB,3
ygjG,JW5510,M63,3
ygjH,JW3045,LB,3
ygjH,JW3045,M63,3
ygjI,JW5512,LB,3
ygjI,JW5512,M63,3
ygjJ,JW3050,LB,3
ygjJ,JW3050,M63,3
ygjK,JW3051,LB,3
ygjK,JW3051,M63,3
ygjM,JW3053,LB,3
ygjM,JW3053,M63,3
ygjN,JW3054,LB,3
ygjN,JW3054,M63,3
ygjO,JW5513,LB,3
ygjO,JW5513,M63,3
ygjP,JW5514,LB,3
ygjP,JW5514,M63,3
ygjQ,JW3057,LB,3
ygjQ,JW3057,M63,3
ygjR,JW3058,LB,3
ygjR,JW3058,M63,3
ygjV,JW3061,LB,3
ygjV,JW3061,M63,3
yhaB,JW3091,LB,3
yhaB,JW3091,M63,3
yhaC,JW3092,LB,3
yhaC,JW3092,M63,3
yhaH,JW3074,LB,3
yhaH,JW3074,M63,3
yhaI,JW3075,LB,3
yhaI,JW3075,M63,3
yhaJ,JW3076,LB,3
yhaJ,JW3076,M63,3
yhaK,JW3077,LB,3
yhaK,JW3077,M63,3
yhaL,JW5517,LB,3
yhaL,JW5517,M63,3
yhaM,JW5518,LB,3
yhaM,JW5518,M63,3
yhaO,JW5519,LB,3
yhaO,JW5519,M63,3
yhaV,JW3099,LB,3
yhaV,JW3099,M63,3
yhbC,JW5533,LB,3
yhbC,JW5533,M63,3
yhbE,JW3151,LB,3
yhbE,JW3151,M63,3
yhbG,JW3168,LB,3
yhbG,JW3168,M63,3
yhbH,JW3170,LB,3
yhbH,JW3170,M63,3
yhbJ,JW3172,LB,3
yhbJ,JW3172,M63,3
yhbO,JW5529,LB,3
yhbO,JW5529,M63,3
yhbP,JW3123,LB,3
yhbP,JW3123,M63,3
yhbQ,JW3124,LB,3
yhbQ,JW3124,M63,3
yhbS,JW3125,LB,3
yhbS,JW3125,M63,3
yhbT,JW3126,LB,3
yhbT,JW3126,M63,3
yhbU,JW3127,LB,3
yhbU,JW3127,M63,3
yhbW,JW3129,LB,3
yhbW,JW3129,M63,3
yhbX,JW5534,LB,3
yhbX,JW5534,M63,3
yhbY,JW3147,LB,3
yhbY,JW3147,M63,3
yhcA,JW3182,LB,3
yhcA,JW3182,M63,3
yhcB,JW5539,LB,3
yhcB,JW5539,M63,3
yhcC,JW3178,LB,3
yhcC,JW3178,M63,3
yhcD,JW3183,LB,3
yhcD,JW3183,M63,3
yhcE,JW3187,LB,6
yhcE,JW3187,M63,6
yhcF,JW3188,LB,3
yhcF,JW3188,M63,3
yhcG,JW3189,LB,3
yhcG,JW3189,M63,3
yhcH,JW3190,LB,3
yhcH,JW3190,M63,3
yhcM,JW3201,LB,3
yhcM,JW3201,M63,3
yhcN,JW5540,LB,3
yhcN,JW5540,M63,3
yhcO,JW3208,LB,3
yhcO,JW3208,M63,3
yhdA,JW3221,LB,3
yhdA,JW3221,M63,3
yhdE,JW3217,LB,3
yhdE,JW3217,M63,3
yhdH,JW3222,LB,3
yhdH,JW3222,M63,3
yhdJ,JW5543,LB,3
yhdJ,JW5543,M63,3
yhdL,JW3253,LB,3
yhdL,JW3253,M63,3
yhdN,JW3255,LB,3
yhdN,JW3255,M63,3
yhdP,JW5542,LB,3
yhdP,JW5542,M63,3
yhdT,JW3225,LB,3
yhdT,JW3225,M63,3
yhdU,JW3231,LB,3
yhdU,JW3231,M63,3
yhdV,JW3235,LB,3
yhdV,JW3235,M63,3
yhdW,JW3236,LB,3
yhdW,JW3236,M63,3
yhdX,JW5544,LB,3
yhdX,JW5544,M63,3
yhdY,JW5545,LB,3
yhdY,JW5545,M63,3
yhdZ,JW3239,LB,3
yhdZ,JW3239,M63,3
yheL,JW3305,LB,3
yheL,JW3305,M63,3
yheM,JW3306,LB,3
yheM,JW3306,M63,3
yheN,JW3307,LB,3
yheN,JW3307,M63,3
yheO,JW5703,LB,3
yheO,JW5703,M63,3
yheS,JW3315,LB,3
yheS,JW3315,M63,3
yheT,JW3316,LB,3
yheT,JW3316,M63,3
yheU,JW3317,LB,3
yheU,JW3317,M63,3
yheV,JW3312,LB,3
yheV,JW3312,M63,3
yhfA,JW3319,LB,3
yhfA,JW3319,M63,3
yhfG,JW3325,LB,3
yhfG,JW3325,M63,3
yhfK,JW5701,LB,3
yhfK,JW5701,M63,3
yhfL,JW3332,LB,3
yhfL,JW3332,M63,3
yhfS,JW3339,LB,3
yhfS,JW3339,M63,3
yhfT,JW3340,LB,3
yhfT,JW3340,M63,3
yhfU,JW5697,LB,3
yhfU,JW5697,M63,3
yhfW,JW3343,LB,3
yhfW,JW3343,M63,3
yhfX,JW3344,LB,3
yhfX,JW3344,M63,3
yhfY,JW5696,LB,3
yhfY,JW5696,M63,3
yhfZ,JW5948,LB,3
yhfZ,JW5948,M63,3
yhgA,JW3374,LB,3
yhgA,JW3374,M63,3
yhgE,JW3365,LB,3
yhgE,JW3365,M63,3
yhgF,JW3370,LB,3
yhgF,JW3370,M63,3
yhgG,JW3373,LB,3
yhgG,JW3373,M63,3
yhgN,JW3397,LB,3
yhgN,JW3397,M63,3
yhhA,JW3413,LB,3
yhhA,JW3413,M63,3
yhhF,JW3430,LB,3
yhhF,JW3430,M63,3
yhhH,JW3449,LB,3
yhhH,JW3449,M63,3
yhhI,JW3451,LB,3
yhhI,JW3451,M63,3
yhhJ,JW5677,LB,3
yhhJ,JW5677,M63,3
yhhK,JW3424,LB,3
yhhK,JW3424,M63,3
yhhL,JW5683,LB,3
yhhL,JW5683,M63,3
yhhM,JW3432,LB,3
yhhM,JW3432,M63,3
yhhN,JW3433,LB,3
yhhN,JW3433,M63,3
yhhP,JW3435,LB,3
yhhP,JW3435,M63,3
yhhS,JW5945,LB,3
yhhS,JW5945,M63,3
yhhT,JW5680,LB,3
yhhT,JW5680,M63,3
yhhW,JW3402,LB,3
yhhW,JW3402,M63,3
yhhX,JW3403,LB,3
yhhX,JW3403,M63,3
yhhY,JW3405,LB,3
yhhY,JW3405,M63,3
yhhZ,JW3406,LB,3
yhhZ,JW3406,M63,3
yhiD,JW5670,LB,3
yhiD,JW5670,M63,3
yhiF,JW3475,LB,3
yhiF,JW3475,M63,3
yhiI,JW3454,LB,3
yhiI,JW3454,M63,3
yhiJ,JW3455,LB,3
yhiJ,JW3455,M63,3
yhiK,JW5674,LB,3
yhiK,JW5674,M63,3
yhiL,JW3457,LB,3
yhiL,JW3457,M63,3
yhiM,JW5944,LB,3
yhiM,JW5944,M63,3
yhiN,JW3459,LB,3
yhiN,JW3459,M63,3
yhiO,JW3461,LB,3
yhiO,JW3461,M63,3
yhiP,JW3463,LB,3
yhiP,JW3463,M63,3
yhiQ,JW5672,LB,3
yhiQ,JW5672,M63,3
yhiR,JW3466,LB,3
yhiR,JW3466,M63,3
yhiS,JW3471,LB,3
yhiS,JW3471,M63,3
yhjA,JW3486,LB,3
yhjA,JW3486,M63,3
yhjB,JW3488,LB,3
yhjB,JW3488,M63,3
yhjC,JW3489,LB,3
yhjC,JW3489,M63,3
yhjD,JW3490,LB,3
yhjD,JW3490,M63,3
yhjE,JW3491,LB,3
yhjE,JW3491,M63,3
yhjG,JW3492,LB,3
yhjG,JW3492,M63,3
yhjH,JW3493,LB,3
yhjH,JW3493,M63,3
yhjJ,JW3495,LB,3
yhjJ,JW3495,M63,3
yhjK,JW5943,LB,3
yhjK,JW5943,M63,3
yhjQ,JW5941,LB,3
yhjQ,JW5941,M63,3
yhjR,JW3503,LB,3
yhjR,JW3503,M63,3
yhjV,JW3508,LB,3
yhjV,JW3508,M63,3
yhjX,JW3516,LB,3
yhjX,JW3516,M63,3
yhjY,JW5659,LB,3
yhjY,JW5659,M63,3
yiaA,JW3534,LB,3
yiaA,JW3534,M63,3
yiaB,JW5654,LB,3
yiaB,JW5654,M63,3
yiaC,JW3519,LB,3
yiaC,JW3519,M63,3
yiaD,JW5657,LB,3
yiaD,JW5657,M63,3
yiaF,JW5655,LB,3
yiaF,JW5655,M63,3
yiaG,JW3524,LB,3
yiaG,JW3524,M63,3
yiaH,JW3533,LB,3
yiaH,JW3533,M63,3
yiaI,JW3545,LB,3
yiaI,JW3545,M63,3
yiaJ,JW3546,LB,3
yiaJ,JW3546,M63,3
yiaK,JW3547,LB,3
yiaK,JW3547,M63,3
yiaL,JW3548,LB,3
yiaL,JW3548,M63,3
yiaM,JW3549,LB,3
yiaM,JW3549,M63,3
yiaN,JW5651,LB,3
yiaN,JW5651,M63,3
yiaO,JW3551,LB,3
yiaO,JW3551,M63,3
yiaT,JW3556,LB,3
yiaT,JW3556,M63,3
yiaU,JW3557,LB,3
yiaU,JW3557,M63,3
yiaV,JW3558,LB,3
yiaV,JW3558,M63,3
yiaW,JW3559,LB,3
yiaW,JW3559,M63,3
yiaY,JW5648,LB,3
yiaY,JW5648,M63,3
yibA,JW3568,LB,3
yibA,JW3568,M63,3
yibD,JW3590,LB,3
yibD,JW3590,M63,3
yibF,JW3565,LB,3
yibF,JW3565,M63,3
yibG,JW3570,LB,3
yibG,JW3570,M63,3
yibH,JW3571,LB,3
yibH,JW3571,M63,3
yibI,JW3572,LB,3
yibI,JW3572,M63,3
yibK,JW3581,LB,3
yibK,JW3581,M63,3
yibL,JW3577,LB,3
yibL,JW3577,M63,3
yibN,JW3586,LB,3
yibN,JW3586,M63,3
yibQ,JW5645,LB,3
yibQ,JW5645,M63,3
yibT,JW3576,LB,3
yibT,JW3576,M63,3
yicC,JW3619,LB,3
yicC,JW3619,M63,3
yicE,JW3629,LB,3
yicE,JW3629,M63,3
yicG,JW3621,LB,3
yicG,JW3621,M63,3
yicH,JW3630,LB,3
yicH,JW3630,M63,3
yicI,JW3631,LB,3
yicI,JW3631,M63,3
yicJ,JW5939,LB,3
yicJ,JW5939,M63,3
yicL,JW3634,LB,3
yicL,JW3634,M63,3
yicM,JW5938,LB,3
yicM,JW5938,M63,3
yicN,JW5637,LB,3
yicN,JW5637,M63,3
yicO,JW5636,LB,3
yicO,JW5636,M63,3
yicR,JW5643,LB,3
yicR,JW5643,M63,3
yicS,JW5965,LB,3
yicS,JW5965,M63,3
yidA,JW3674,LB,3
yidA,JW3674,M63,3
yidB,JW3675,LB,3
yidB,JW3675,M63,3
yidD,JW3682,LB,3
yidD,JW3682,M63,3
yidE,JW3662,LB,3
yidE,JW3662,M63,3
yidF,JW3650,LB,3
yidF,JW3650,M63,3
yidG,JW3651,LB,3
yidG,JW3651,M63,3
yidH,JW3652,LB,3
yidH,JW3652,M63,3
yidI,JW3653,LB,3
yidI,JW3653,M63,3
yidJ,JW3654,LB,3
yidJ,JW3654,M63,3
yidK,JW3655,LB,3
yidK,JW3655,M63,3
yidL,JW3656,LB,3
yidL,JW3656,M63,3
yidP,JW3661,LB,3
yidP,JW3661,M63,3
yidQ,JW5633,LB,3
yidQ,JW5633,M63,3
yidR,JW5860,LB,3
yidR,JW5860,M63,3
yidX,JW5858,LB,3
yidX,JW5858,M63,3
yidZ,JW3689,LB,3
yidZ,JW3689,M63,3
yieE,JW3690,LB,3
yieE,JW3690,M63,3
yieF,JW3691,LB,3
yieF,JW3691,M63,3
yieG,JW3692,LB,3
yieG,JW3692,M63,3
yieH,JW3693,LB,3
yieH,JW3693,M63,3
yieI,JW3694,LB,3
yieI,JW3694,M63,3
yieK,JW5613,LB,3
yieK,JW5613,M63,3
yieL,JW5612,LB,3
yieL,JW5612,M63,3
yieM,JW5610,LB,3
yieM,JW5610,M63,3
yieN,JW3725,LB,3
yieN,JW3725,M63,3
yieP,JW5608,LB,3
yieP,JW5608,M63,3
yifB,JW3738,LB,3
yifB,JW3738,M63,3
yifE,JW3737,LB,3
yifE,JW3737,M63,3
yifK,JW5595,LB,3
yifK,JW5595,M63,3
yifL,JW3781,LB,3
yifL,JW3781,M63,3
yifN,JW3750,LB,3
yifN,JW3750,M63,3
yifO,JW3749,LB,3
yifO,JW3749,M63,3
yigA,JW3783,LB,3
yigA,JW3783,M63,3
yigB,JW3785,LB,3
yigB,JW3785,M63,3
yigE,JW5591,LB,3
yigE,JW5591,M63,3
yigF,JW3790,LB,3
yigF,JW3790,M63,3
yigG,JW5590,LB,3
yigG,JW5590,M63,3
yigI,JW5588,LB,3
yigI,JW5588,M63,3
yigL,JW5854,LB,3
yigL,JW5854,M63,3
yigM,JW3803,LB,3
yigM,JW3803,M63,3
yigZ,JW5577,LB,3
yigZ,JW5577,M63,3
yihD,JW3830,LB,3
yihD,JW3830,M63,3
yihE,JW3831,LB,3
yihE,JW3831,M63,3
yihF,JW5574,LB,3
yihF,JW5574,M63,3
yihG,JW3834,LB,3
yihG,JW3834,M63,3
yihI,JW3837,LB,3
yihI,JW3837,M63,3
yihL,JW3843,LB,3
yihL,JW3843,M63,3
yihM,JW3844,LB,3
yihM,JW3844,M63,3
yihN,JW3845,LB,3
yihN,JW3845,M63,3
yihO,JW5852,LB,3
yihO,JW5852,M63,3
yihP,JW3848,LB,3
yihP,JW3848,M63,3
yihQ,JW3849,LB,3
yihQ,JW3849,M63,3
yihR,JW3850,LB,3
yihR,JW3850,M63,3
yihS,JW5569,LB,3
yihS,JW5569,M63,3
yihT,JW3852,LB,3
yihT,JW3852,M63,3
yihU,JW3853,LB,3
yihU,JW3853,M63,3
yihV,JW5568,LB,3
yihV,JW5568,M63,3
yihW,JW5567,LB,3
yihW,JW5567,M63,3
yihX,JW5566,LB,3
yihX,JW5566,M63,3
yiiD,JW3859,LB,3
yiiD,JW3859,M63,3
yiiE,JW5929,LB,3
yiiE,JW5929,M63,3
yiiF,JW5563,LB,3
yiiF,JW5563,M63,3
yiiG,JW3867,LB,3
yiiG,JW3867,M63,3
yiiL,JW3872,LB,3
yiiL,JW3872,M63,3
yiiM,JW5559,LB,3
yiiM,JW5559,M63,3
yiiQ,JW3891,LB,3
yiiQ,JW3891,M63,3
yiiR,JW3892,LB,3
yiiR,JW3892,M63,3
yiiS,JW3893,LB,3
yiiS,JW3893,M63,3
yiiT,JW3894,LB,3
yiiT,JW3894,M63,3
yiiU,JW3899,LB,3
yiiU,JW3899,M63,3
yiiX,JW3908,LB,3
yiiX,JW3908,M63,3
yijD,JW3936,LB,3
yijD,JW3936,M63,3
yijE,JW5557,LB,3
yijE,JW5557,M63,3
yijF,JW3916,LB,3
yijF,JW3916,M63,3
yijO,JW3926,LB,3
yijO,JW3926,M63,3
yijP,JW3927,LB,3
yijP,JW3927,M63,3
yjaA,JW3971,LB,3
yjaA,JW3971,M63,3
yjaB,JW3972,LB,3
yjaB,JW3972,M63,3
yjaG,JW3963,LB,3
yjaG,JW3963,M63,3
yjaH,JW3965,LB,3
yjaH,JW3965,M63,3
yjbA,JW3990,LB,3
yjbA,JW3990,M63,3
yjbB,JW3980,LB,3
yjbB,JW3980,M63,3
yjbC,JW3982,LB,3
yjbC,JW3982,M63,3
yjbD,JW3983,LB,3
yjbD,JW3983,M63,3
yjbE,JW3986,LB,3
yjbE,JW3986,M63,3
yjbF,JW5711,LB,3
yjbF,JW5711,M63,3
yjbG,JW3988,LB,3
yjbG,JW3988,M63,3
yjbH,JW3989,LB,3
yjbH,JW3989,M63,3
yjbI,JW3998,LB,3
yjbI,JW3998,M63,3
yjbJ,JW4005,LB,3
yjbJ,JW4005,M63,3
yjbL,JW4007,LB,3
yjbL,JW4007,M63,3
yjbM,JW4008,LB,3
yjbM,JW4008,M63,3
yjbN,JW5950,LB,3
yjbN,JW5950,M63,3
yjbO,JW5716,LB,3
yjbO,JW5716,M63,3
yjbQ,JW4017,LB,3
yjbQ,JW4017,M63,3
yjbR,JW4018,LB,3
yjbR,JW4018,M63,3
yjcB,JW5718,LB,3
yjcB,JW5718,M63,3
yjcC,JW4022,LB,3
yjcC,JW4022,M63,3
yjcD,JW4025,LB,3
yjcD,JW4025,M63,3
yjcE,JW4026,LB,3
yjcE,JW4026,M63,3
yjcF,JW4027,LB,3
yjcF,JW4027,M63,3
yjcH,JW4029,LB,3
yjcH,JW4029,M63,3
yjcO,JW4039,LB,3
yjcO,JW4039,M63,3
yjcP,JW4041,LB,3
yjcP,JW4041,M63,3
yjcQ,JW4042,LB,3
yjcQ,JW4042,M63,3
yjcR,JW4043,LB,3
yjcR,JW4043,M63,3
yjcS,JW5721,LB,3
yjcS,JW5721,M63,3
yjcZ,JW5729,LB,3
yjcZ,JW5729,M63,3
yjdA,JW4070,LB,3
yjdA,JW4070,M63,3
yjdC,JW5733,LB,3
yjdC,JW5733,M63,3
yjdF,JW4082,LB,3
yjdF,JW4082,M63,3
yjdI,JW4087,LB,3
yjdI,JW4087,M63,3
yjdJ,JW4088,LB,3
yjdJ,JW4088,M63,3
yjdK,JW4089,LB,3
yjdK,JW4089,M63,3
yjdL,JW4091,LB,3
yjdL,JW4091,M63,3
yjdO,JW5732,LB,3
yjdO,JW5732,M63,3
yjeB,JW4136,LB,3
yjeB,JW4136,M63,3
yjeF,JW4125,LB,3
yjeF,JW4125,M63,3
yjeH,JW4101,LB,3
yjeH,JW4101,M63,3
yjeI,JW5736,LB,3
yjeI,JW5736,M63,3
yjeJ,JW4105,LB,3
yjeJ,JW4105,M63,3
yjeK,JW4106,LB,3
yjeK,JW4106,M63,3
yjeM,JW5739,LB,3
yjeM,JW5739,M63,3
yjeN,JW4118,LB,3
yjeN,JW4118,M63,3
yjeO,JW4119,LB,3
yjeO,JW4119,M63,3
yjeP,JW4120,LB,3
yjeP,JW4120,M63,3
yjeS,JW4124,LB,3
yjeS,JW4124,M63,3
yjeT,JW4134,LB,3
yjeT,JW4134,M63,3
yjfC,JW4144,LB,3
yjfC,JW4144,M63,3
yjfF,JW5754,LB,3
yjfF,JW5754,M63,3
yjfI,JW4139,LB,3
yjfI,JW4139,M63,3
yjfJ,JW4140,LB,3
yjfJ,JW4140,M63,3
yjfK,JW4141,LB,3
yjfK,JW4141,M63,3
yjfL,JW4142,LB,3
yjfL,JW4142,M63,3
yjfM,JW4143,LB,3
yjfM,JW4143,M63,3
yjfN,JW5742,LB,3
yjfN,JW5742,M63,3
yjfO,JW5743,LB,3
yjfO,JW5743,M63,3
yjfP,JW4148,LB,3
yjfP,JW4148,M63,3
yjfY,JW4157,LB,3
yjfY,JW4157,M63,3
yjfZ,JW4162,LB,3
yjfZ,JW4162,M63,3
yjgA,JW4193,LB,3
yjgA,JW4193,M63,3
yjgB,JW5761,LB,3
yjgB,JW5761,M63,3
yjgD,JW4212,LB,3
yjgD,JW4212,M63,3
yjgF,JW5755,LB,3
yjgF,JW5755,M63,3
yjgH,JW4206,LB,3
yjgH,JW4206,M63,3
yjgI,JW4207,LB,3
yjgI,JW4207,M63,3
yjgJ,JW4208,LB,3
yjgJ,JW4208,M63,3
yjgK,JW5756,LB,3
yjgK,JW5756,M63,3
yjgL,JW5757,LB,3
yjgL,JW5757,M63,3
yjgM,JW5758,LB,3
yjgM,JW5758,M63,3
yjgN,JW5759,LB,3
yjgN,JW5759,M63,3
yjgR,JW4220,LB,3
yjgR,JW4220,M63,3
yjgW,JW4233,LB,3
yjgW,JW4233,M63,3
yjgX,JW5763,LB,9
yjgX,JW5763,M63,9
yjgZ,JW4236,LB,3
yjgZ,JW4236,M63,3
yjhA,JW5778,LB,3
yjhA,JW5778,M63,3
yjhB,JW5768,LB,3
yjhB,JW5768,M63,3
yjhC,JW5769,LB,3
yjhC,JW5769,M63,3
yjhD,JW5770,LB,3
yjhD,JW5770,M63,3
yjhE,JW4242,LB,3
yjhE,JW4242,M63,3
yjhF,JW4258,LB,3
yjhF,JW4258,M63,3
yjhG,JW4259,LB,3
yjhG,JW4259,M63,3
yjhH,JW5775,LB,3
yjhH,JW5775,M63,3
yjhI,JW4261,LB,3
yjhI,JW4261,M63,3
yjhP,JW4268,LB,3
yjhP,JW4268,M63,3
yjhQ,JW4269,LB,3
yjhQ,JW4269,M63,3
yjhR,JW4271,LB,3
yjhR,JW4271,M63,3
yjhS,JW4272,LB,3
yjhS,JW4272,M63,3
yjhT,JW5777,LB,3
yjhT,JW5777,M63,3
yjhU,JW5952,LB,3
yjhU,JW5952,M63,3
yjhV,JW4246,LB,3
yjhV,JW4246,M63,3
yjhX,JW5968,LB,3
yjhX,JW5968,M63,3
yjiA,JW5790,LB,3
yjiA,JW5790,M63,3
