gene,jw_id,medium,n_replicates
icdC,JW5173,LB,3
icdC,JW5173,M63,3
iclR,JW3978,LB,3
iclR,JW3978,M63,3
idi,JW2857,LB,3
idi,JW2857,M63,3
idnD,JW4224,LB,3
idnD,JW4224,M63,3
idnK,JW4225,LB,3
idnK,JW4225,M63,3
idnO,JW4223,LB,3
idnO,JW4223,M63,3
idnR,JW4221,LB,3
idnR,JW4221,M63,3
idnT,JW4222,LB,3
idnT,JW4222,M63,3
ihfA,JW1702,LB,3
ihfA,JW1702,M63,3
ihfB,JW0895,LB,3
ihfB,JW0895,M63,3
ileS,JW0024,LB,3
ileS,JW0024,M63,3
ilvA,JW3745,LB,3
ilvA,JW3745,M63,3
ilvB,JW3646,LB,3
ilvB,JW3646,M63,3
ilvC,JW3747,LB,3
ilvC,JW3747,M63,3
ilvD,JW5605,LB,3
ilvD,JW5605,M63,3
ilvE,JW5606,LB,3
ilvE,JW5606,M63,3
ilvG,JW3740,LB,6
ilvG,JW3740,M63,6
ilvH,JW0077,LB,3
ilvH,JW0077,M63,3
ilvI,JW0076,LB,3
ilvI,JW0076,M63,3
ilvL,JW3739,LB,3
ilvL,JW3739,M63,3
ilvM,JW3742,LB,3
ilvM,JW3742,M63,3
ilvN,JW3645,LB,3
ilvN,JW3645,M63,3
ilvY,JW3746,LB,3
ilvY,JW3746,M63,3
inaA,JW2231,LB,3
inaA,JW2231,M63,3
insO,JW0247,LB,3
insO,JW0247,M63,3
intA,JW2602,LB,3
intA,JW2602,M63,3
intB,JW4227,LB,3
intB,JW4227,M63,3
intD,JW0525,LB,3
intD,JW0525,M63,3
intE,JW1126,LB,3
intE,JW1126,M63,3
intF,JW0275,LB,3
intF,JW0275,M63,3
intG,JW5913,LB,3
intG,JW5913,M63,3
intQ,JW1571,LB,3
intQ,JW1571,M63,3
intR,JW1339,LB,3
intR,JW1339,M63,3
intS,JW2345,LB,3
intS,JW2345,M63,3
iscA,JW2512,LB,3
iscA,JW2512,M63,3
iscR,JW2515,LB,3
iscR,JW2515,M63,3
iscS,JW2514,LB,3
iscS,JW2514,M63,3
iscU,JW2513,LB,3
iscU,JW2513,M63,3
ivbL,JW3647,LB,3
ivbL,JW3647,M63,3
ivy,JW0210,LB,3
ivy,JW0210,M63,3
katE,JW1721,LB,3
katE,JW1721,M63,3
katG,JW3914,LB,3
katG,JW3914,M63,3
kbaY,JW3106,LB,3
kbaY,JW3106,M63,3
kbaZ,JW3101,LB,3
kbaZ,JW3101,M63,3
kbl,JW3592,LB,3
kbl,JW3592,M63,3
kch,JW1242,LB,3
kch,JW1242,M63,3
kdgK,JW5668,LB,3
kdgK,JW5668,M63,3
kdgR,JW1816,LB,3
kdgR,JW1816,M63,3
kdgT,JW5560,LB,3
kdgT,JW5560,M63,3
kdpA,JW0686,LB,3
kdpA,JW0686,M63,3
kdpB,JW0685,LB,3
kdpB,JW0685,M63,3
kdpC,JW0684,LB,3
kdpC,JW0684,M63,3
kdpD,JW0683,LB,3
kdpD,JW0683,M63,3
kdpE,JW5096,LB,3
kdpE,JW5096,M63,3
kdpF,JW0687,LB,3
kdpF,JW0687,M63,3
kdsC,JW3165,LB,3
kdsC,JW3165,M63,3
kdsD,JW3164,LB,3
kdsD,JW3164,M63,3
kduD,JW2810,LB,3
kduD,JW2810,M63,3
kduI,JW2811,LB,3
kduI,JW2811,M63,3
kefA,JW0454,LB,3
kefA,JW0454,M63,3
kefB,JW3313,LB,3
kefB,JW3313,M63,3
kefC,JW0046,LB,3
kefC,JW0046,M63,3
kefF,JW0045,LB,3
kefF,JW0045,M63,3
kefG,JW3314,LB,3
kefG,JW3314,M63,3
kgtP,JW2571,LB,3
kgtP,JW2571,M63,3
kil,JW1347,LB,3
kil,JW1347,M63,3
kptA,JW5784,LB,3
kptA,JW5784,M63,3
ksgA,JW0050,LB,3
ksgA,JW0050,M63,3
lacA,JW0333,LB,3
lacA,JW0333,M63,3
lacI,JW0336,LB,3
lacI,JW0336,M63,3
lacY,JW0334,LB,3
lacY,JW0334,M63,3
lamB,JW3996,LB,3
lamB,JW3996,M63,3
lar,JW5208,LB,3
lar,JW5208,M63,3
ldcA,JW1181,LB,3
ldcA,JW1181,M63,3
ldcC,JW0181,LB,3
ldcC,JW0181,M63,3
ldhA,JW1375,LB,3
ldhA,JW1375,M63,3
lepA,JW2553,LB,3
lepA,JW2553,M63,3
leuA,JW0073,LB,3
leuA,JW0073,M63,3
leuB,JW5807,LB,3
leuB,JW5807,M63,3
leuC,JW0071,LB,3
leuC,JW0071,M63,3
leuD,JW0070,LB,3
leuD,JW0070,M63,3
leuL,JW0074,LB,3
leuL,JW0074,M63,3
leuO,JW0075,LB,3
leuO,JW0075,M63,3
lhr,JW1645,LB,3
lhr,JW1645,M63,3
ligB,JW3622,LB,3
ligB,JW3622,M63,3
ligT,JW5011,LB,3
ligT,JW5011,M63,3
lipA,JW0623,LB,3
lipA,JW0623,M63,3
lipB,JW5089,LB,3
lipB,JW5089,M63,3
lit,JW1125,LB,3
lit,JW1125,M63,3
livF,JW3419,LB,3
livF,JW3419,M63,3
livG,JW3420,LB,3
livG,JW3420,M63,3
livH,JW3422,LB,3
livH,JW3422,M63,3
livJ,JW3425,LB,3
livJ,JW3425,M63,3
livK,JW3423,LB,3
livK,JW3423,M63,3
livM,JW3421,LB,3
livM,JW3421,M63,3
lldD,JW3580,LB,3
lldD,JW3580,M63,3
lldP,JW3578,LB,3
lldP,JW3578,M63,3
lldR,JW3579,LB,3
lldR,JW3579,M63,3
lomR,JW5904,LB,3
lomR,JW5904,M63,3
lon,JW0429,LB,3
lon,JW0429,M63,3
lpcA,JW0212,LB,3
lpcA,JW0212,M63,3
lpd,JW0112,LB,3
lpd,JW0112,M63,3
lplA,JW4349,LB,3
lplA,JW4349,M63,3
lpp,JW1667,LB,3
lpp,JW1667,M63,3
lpxL,JW1041,LB,3
lpxL,JW1041,M63,3
lpxM,JW1844,LB,3
lpxM,JW1844,M63,3
lrhA,JW2284,LB,3
lrhA,JW2284,M63,3
lrp,JW0872,LB,3
lrp,JW0872,M63,3
lsrB,JW1509,LB,3
lsrB,JW1509,M63,3
lsrC,JW1507,LB,3
lsrC,JW1507,M63,3
lsrD,JW1508,LB,3
lsrD,JW1508,M63,3
lsrF,JW1510,LB,3
lsrF,JW1510,M63,3
lsrG,JW1511,LB,3
lsrG,JW1511,M63,3
ltaE,JW0854,LB,3
ltaE,JW0854,M63,3
luxS,JW2662,LB,3
luxS,JW2662,M63,3
lysA,JW2806,LB,3
lysA,JW2806,M63,3
lysC,JW3984,LB,3
lysC,JW3984,M63,3
lysP,JW2143,LB,3
lysP,JW2143,M63,3
lysR,JW2807,LB,3
lysR,JW2807,M63,3
lysS,JW2858,LB,3
lysS,JW2858,M63,3
lysU,JW4090,LB,3
lysU,JW4090,M63,3
lyxK,JW3552,LB,3
lyxK,JW3552,M63,3
maa,JW0448,LB,3
maa,JW0448,M63,3
macA,JW0862,LB,3
macA,JW0862,M63,3
macB,JW0863,LB,3
macB,JW0863,M63,3
maeB,JW2447,LB,3
maeB,JW2447,M63,3
mak,JW0385,LB,3
mak,JW0385,M63,3
malE,JW3994,LB,3
malE,JW3994,M63,3
malF,JW3993,LB,3
malF,JW3993,M63,3
malG,JW3992,LB,3
malG,JW3992,M63,3
malI,JW1612,LB,3
malI,JW1612,M63,3
malK,JW3995,LB,3
malK,JW3995,M63,3
malM,JW3997,LB,3
malM,JW3997,M63,3
malP,JW5689,LB,3
malP,JW5689,M63,3
malQ,JW3379,LB,3
malQ,JW3379,M63,3
malS,JW3543,LB,3
malS,JW3543,M63,3
malT,JW3381,LB,3
malT,JW3381,M63,3
malX,JW1613,LB,3
malX,JW1613,M63,3
malY,JW1614,LB,3
malY,JW1614,M63,3
malZ,JW0393,LB,3
malZ,JW0393,M63,3
manA,JW1605,LB,3
manA,JW1605,M63,3
manX,JW1806,LB,3
manX,JW1806,M63,3
manY,JW1807,LB,3
manY,JW1807,M63,3
manZ,JW1808,LB,3
manZ,JW1808,M63,3
maoC,JW1382,LB,3
maoC,JW1382,M63,3
marA,JW5249,LB,3
marA,JW5249,M63,3
marB,JW1525,LB,3
marB,JW1525,M63,3
marC,JW1522,LB,3
marC,JW1522,M63,3
marR,JW5248,LB,3
marR,JW5248,M63,3
mazG,JW2752,LB,3
mazG,JW2752,M63,3
mbhA,JW5812,LB,3
mbhA,JW5812,M63,3
mcrA,JW1145,LB,3
mcrA,JW1145,M63,3
mcrB,JW5871,LB,3
mcrB,JW5871,M63,3
mcrC,JW5789,LB,3
mcrC,JW5789,M63,3
mdaB,JW2996,LB,3
mdaB,JW2996,M63,3
mdh,JW3205,LB,3
mdh,JW3205,M63,3
mdlA,JW0438,LB,3
mdlA,JW0438,M63,3
mdlB,JW5061,LB,3
mdlB,JW5061,M63,3
mdoB,JW5794,LB,3
mdoB,JW5794,M63,3
mdoC,JW1034,LB,3
mdoC,JW1034,M63,3
mdoD,JW1420,LB,3
mdoD,JW1420,M63,3
mdoG,JW1035,LB,3
mdoG,JW1035,M63,3
mdoH,JW1037,LB,3
mdoH,JW1037,M63,3
mdtA,JW5338,LB,3
mdtA,JW5338,M63,3
mdtB,JW2060,LB,3
mdtB,JW2060,M63,3
mdtC,JW2061,LB,3
mdtC,JW2061,M63,3
mdtD,JW2062,LB,3
mdtD,JW2062,M63,3
mdtE,JW3481,LB,3
mdtE,JW3481,M63,3
mdtF,JW3482,LB,3
mdtF,JW3482,M63,3
mdtG,JW1040,LB,3
mdtG,JW1040,M63,3
mdtH,JW1052,LB,3
mdtH,JW1052,M63,3
mdtI,JW1591,LB,3
mdtI,JW1591,M63,3
mdtJ,JW1592,LB,3
mdtJ,JW1592,M63,3
mdtK,JW1655,LB,3
mdtK,JW1655,M63,3
mdtL,JW3688,LB,3
mdtL,JW3688,M63,3
melA,JW4080,LB,3
melA,JW4080,M63,3
melB,JW4081,LB,3
melB,JW4081,M63,3
melR,JW4079,LB,3
melR,JW4079,M63,3
menA,JW3901,LB,3
menA,JW3901,M63,3
menB,JW2257,LB,3
menB,JW2257,M63,3
menC,JW2256,LB,3
menC,JW2256,M63,3
menD,JW5374,LB,3
menD,JW5374,M63,3
menE,JW2255,LB,3
menE,JW2255,M63,3
menF,JW2260,LB,3
menF,JW2260,M63,3
mepA,JW2325,LB,3
mepA,JW2325,M63,3
metA,JW3973,LB,3
metA,JW3973,M63,3
metB,JW3910,LB,3
metB,JW3910,M63,3
metC,JW2975,LB,3
metC,JW2975,M63,3
metE,JW3805,LB,3
metE,JW3805,M63,3
metF,JW3913,LB,3
metF,JW3913,M63,3
metH,JW3979,LB,3
metH,JW3979,M63,3
metI,JW0194,LB,3
metI,JW0194,M63,3
metJ,JW3909,LB,3
metJ,JW3909,M63,3
metL,JW3911,LB,3
metL,JW3911,M63,3
metN,JW0195,LB,3
metN,JW0195,M63,3
metQ,JW0193,LB,3
metQ,JW0193,M63,3
metR,JW3804,LB,3
metR,JW3804,M63,3
mfd,JW1100,LB,3
mfd,JW1100,M63,3
mglA,JW2136,LB,3
mglA,JW2136,M63,3
mglB,JW2137,LB,3
mglB,JW2137,M63,3
mglC,JW2135,LB,3
mglC,JW2135,M63,3
mgsA,JW5129,LB,3
mgsA,JW5129,M63,3
mgtA,JW4201,LB,3
mgtA,JW4201,M63,3
mhpA,JW0338,LB,3
mhpA,JW0338,M63,3
mhpB,JW0339,LB,3
mhpB,JW0339,M63,3
mhpC,JW0340,LB,3
mhpC,JW0340,M63,3
mhpD,JW0341,LB,3
mhpD,JW0341,M63,3
mhpE,JW0343,LB,3
mhpE,JW0343,M63,3
mhpF,JW0342,LB,3
mhpF,JW0342,M63,3
mhpR,JW0337,LB,3
mhpR,JW0337,M63,3
mhpT,JW5046,LB,3
mhpT,JW5046,M63,3
miaA,JW4129,LB,3
miaA,JW4129,M63,3
miaB,JW0658,LB,3
miaB,JW0658,M63,3
minC,JW1165,LB,3
minC,JW1165,M63,3
mioC,JW3720,LB,3
mioC,JW3720,M63,3
mipA,JW1771,LB,3
mipA,JW1771,M63,3
mlrA,JW2115,LB,3
mlrA,JW2115,M63,3
mltA,JW2784,LB,3
mltA,JW2784,M63,3
mltB,JW2671,LB,3
mltB,JW2671,M63,3
mltC,JW5481,LB,3
mltC,JW5481,M63,3
mltD,JW5018,LB,3
mltD,JW5018,M63,3
mmuM,JW0253,LB,3
mmuM,JW0253,M63,3
mmuP,JW5027,LB,3
mmuP,JW5027,M63,3
mngA,JW0720,LB,3
mngA,JW0720,M63,3
mngB,JW0721,LB,3
mngB,JW0721,M63,3
mngR,JW0719,LB,3
mngR,JW0719,M63,3
mntH,JW2388,LB,3
mntH,JW2388,M63,3
mntR,JW0801,LB,3
mntR,JW0801,M63,3
moaA,JW0764,LB,3
moaA,JW0764,M63,3
moaB,JW0765,LB,3
moaB,JW0765,M63,3
moaC,JW0766,LB,3
moaC,JW0766,M63,3
moaD,JW0767,LB,3
moaD,JW0767,M63,3
moaE,JW0768,LB,3
moaE,JW0768,M63,3
mobA,JW3829,LB,3
mobA,JW3829,M63,3
mobB,JW5575,LB,3
mobB,JW5575,M63,3
modA,JW0746,LB,3
modA,JW0746,M63,3
modB,JW0747,LB,3
modB,JW0747,M63,3
modC,JW0748,LB,3
modC,JW0748,M63,3
modE,JW0744,LB,3
modE,JW0744,M63,3
modF,JW0743,LB,3
modF,JW0743,M63,3
moeA,JW0811,LB,3
moeA,JW0811,M63,3
moeB,JW0810,LB,3
moeB,JW0810,M63,3
mog,JW0008,LB,3
mog,JW0008,M63,3
molR,JW5915,LB,9
molR,JW5915,M63,9
motA,JW1879,LB,3
motA,JW1879,M63,3
motB,JW1878,LB,3
motB,JW1878,M63,3
mpaA,JW1319,LB,3
mpaA,JW1319,M63,3
mpl,JW4192,LB,3
mpl,JW4192,M63,3
mppA,JW1322,LB,3
mppA,JW1322,M63,3
mprA,JW2659,LB,3
mprA,JW2659,M63,3
mqo,JW2198,LB,3
mqo,JW2198,M63,3
mraW,JW0080,LB,3
mraW,JW0080,M63,3
mraZ,JW0079,LB,3
mraZ,JW0079,M63,3
mrcA,JW3359,LB,3
mrcA,JW3359,M63,3
mrcB,JW0145,LB,3
mrcB,JW0145,M63,3
mrp,JW2100,LB,3
mrp,JW2100,M63,3
mrr,JW4314,LB,3
mrr,JW4314,M63,3
mscL,JW3252,LB,3
mscL,JW3252,M63,3
mscS,JW2891,LB,3
mscS,JW2891,M63,3
msrA,JW4178,LB,3
msrA,JW4178,M63,3
msyB,JW1039,LB,3
msyB,JW1039,M63,3
mtgA,JW3175,LB,3
mtgA,JW3175,M63,3
mtlA,JW3573,LB,3
mtlA,JW3573,M63,3
mtlD,JW3574,LB,3
mtlD,JW3574,M63,3
mtlR,JW3575,LB,3
mtlR,JW3575,M63,3
mtr,JW3130,LB,3
mtr,JW3130,M63,3
murP,JW2422,LB,3
murP,JW2422,M63,3
mutH,JW2799,LB,3
mutH,JW2799,M63,3
mutL,JW4128,LB,3
mutL,JW4128,M63,3
mutM,JW3610,LB,3
mutM,JW3610,M63,3
mutS,JW2703,LB,3
mutS,JW2703,M63,3
mutT,JW0097,LB,3
mutT,JW0097,M63,3
mutY,JW2928,LB,3
mutY,JW2928,M63,3
mviM,JW1055,LB,3
mviM,JW1055,M63,3
nac,JW1967,LB,3
nac,JW1967,M63,3
nadA,JW0733,LB,3
nadA,JW0733,M63,3
nadB,JW2558,LB,3
nadB,JW2558,M63,3
nadC,JW0105,LB,3
nadC,JW0105,M63,3
nadR,JW5800,LB,3
nadR,JW5800,M63,3
nagA,JW0663,LB,3
nagA,JW0663,M63,3
nagB,JW0664,LB,3
nagB,JW0664,M63,3
nagC,JW0662,LB,3
nagC,JW0662,M63,3
nagD,JW0661,LB,3
nagD,JW0661,M63,3
nagE,JW0665,LB,3
nagE,JW0665,M63,3
nagZ,JW1093,LB,3
nagZ,JW1093,M63,3
nanA,JW3194,LB,3
nanA,JW3194,M63,3
nanE,JW3192,LB,3
nanE,JW3192,M63,3
nanK,JW5538,LB,3
nanK,JW5538,M63,3
nanR,JW3195,LB,3
nanR,JW3195,M63,3
nanT,JW3193,LB,3
nanT,JW3193,M63,3
napA,JW2194,LB,3
napA,JW2194,M63,3
napB,JW5367,LB,3
napB,JW5367,M63,3
napC,JW2190,LB,3
napC,JW2190,M63,3
napD,JW2195,LB,3
napD,JW2195,M63,3
napF,JW2196,LB,3
napF,JW2196,M63,3
napG,JW2193,LB,3
napG,JW2193,M63,3
napH,JW2192,LB,3
napH,JW2192,M63,3
narG,JW1215,LB,3
narG,JW1215,M63,3
narH,JW1216,LB,3
narH,JW1216,M63,3
narI,JW1218,LB,3
narI,JW1218,M63,3
narJ,JW1217,LB,3
narJ,JW1217,M63,3
narK,JW1214,LB,3
narK,JW1214,M63,3
narL,JW1212,LB,3
narL,JW1212,M63,3
narP,JW2181,LB,3
narP,JW2181,M63,3
narQ,JW2453,LB,3
narQ,JW2453,M63,3
narU,JW1464,LB,3
narU,JW1464,M63,3
narV,JW1460,LB,3
narV,JW1460,M63,3
narW,JW1461,LB,3
narW,JW1461,M63,3
narX,JW1213,LB,3
narX,JW1213,M63,3
narY,JW1462,LB,3
narY,JW1462,M63,3
narZ,JW1463,LB,3
narZ,JW1463,M63,3
ndh,JW1095,LB,3
ndh,JW1095,M63,3
ndk,JW2502,LB,3
ndk,JW2502,M63,3
nei,JW0704,LB,3
nei,JW0704,M63,3
nemA,JW1642,LB,3
nemA,JW1642,M63,3
nfi,JW5547,LB,3
nfi,JW5547,M63,3
nfnB,JW0567,LB,3
nfnB,JW0567,M63,3
nfo,JW2146,LB,3
nfo,JW2146,M63,3
nfrA,JW0557,LB,3
nfrA,JW0557,M63,3
nfrB,JW0558,LB,3
nfrB,JW0558,M63,3
nfsA,JW0835,LB,3
nfsA,JW0835,M63,3
nhaA,JW0018,LB,3
nhaA,JW0018,M63,3
nhaB,JW1175,LB,3
nhaB,JW1175,M63,3
nhaR,JW0019,LB,3
nhaR,JW0019,M63,3
nhoA,JW1458,LB,3
nhoA,JW1458,M63,3
nikA,JW3441,LB,3
nikA,JW3441,M63,3
nikB,JW3442,LB,3
nikB,JW3442,M63,3
nikC,JW3443,LB,3
nikC,JW3443,M63,3
nikD,JW3444,LB,3
nikD,JW3444,M63,3
nikE,JW3445,LB,3
nikE,JW3445,M63,3
nikR,JW3446,LB,3
nikR,JW3446,M63,3
ninE,JW0536,LB,3
ninE,JW0536,M63,3
nirB,JW3328,LB,3
nirB,JW3328,M63,3
nirC,JW3330,LB,3
nirC,JW3330,M63,3
nirD,JW3329,LB,3
nirD,JW3329,M63,3
nlpA,JW3635,LB,3
nlpA,JW3635,M63,3
nlpB,JW2462,LB,3
nlpB,JW2462,M63,3
nlpC,JW1698,LB,3
nlpC,JW1698,M63,3
nlpD,JW2712,LB,3
nlpD,JW2712,M63,3
nlpE,JW0188,LB,3
nlpE,JW0188,M63,3
nlpI,JW3132,LB,3
nlpI,JW3132,M63,3
nmpC,JW5078,LB,3
nmpC,JW5078,M63,3
nohA,JW1541,LB,3
nohA,JW1541,M63,3
nohB,JW0549,LB,3
nohB,JW0549,M63,3
norR,JW5843,LB,3
norR,JW5843,M63,3
norV,JW2680,LB,3
norV,JW2680,M63,3
norW,JW2681,LB,3
norW,JW2681,M63,3
npr,JW3173,LB,3
npr,JW3173,M63,3
nrdD,JW4197,LB,3
nrdD,JW4197,M63,3
nrdE,JW2650,LB,3
nrdE,JW2650,M63,3
nrdF,JW2651,LB,3
nrdF,JW2651,M63,3
nrdG,JW4196,LB,3
nrdG,JW4196,M63,3
nrdH,JW2648,LB,3
nrdH,JW2648,M63,3
nrdI,JW2649,LB,3
nrdI,JW2649,M63,3
nrfA,JW4031,LB,3
nrfA,JW4031,M63,3
nrfB,JW4032,LB,3
nrfB,JW4032,M63,3
nrfC,JW4033,LB,3
nrfC,JW4033,M63,3
nrfD,JW4034,LB,3
nrfD,JW4034,M63,3
nrfE,JW4035,LB,3
nrfE,JW4035,M63,3
nrfF,JW4036,LB,3
nrfF,JW4036,M63,3
nrfG,JW4037,LB,3
nrfG,JW4037,M63,3
nth,JW1625,LB,3
nth,JW1625,M63,3
nudB,JW1854,LB,3
nudB,JW1854,M63,3
nudC,JW5548,LB,3
nudC,JW5548,M63,3
nudD,JW5335,LB,3
nudD,JW5335,M63,3
nudE,JW3360,LB,3
nudE,JW3360,M63,3
nudF,JW3002,LB,3
nudF,JW3002,M63,3
nudG,JW1748,LB,3
nudG,JW1748,M63,3
nudH,JW2798,LB,3
nudH,JW2798,M63,3
nuoA,JW2283,LB,3
nuoA,JW2283,M63,3
nuoB,JW5875,LB,3
nuoB,JW5875,M63,3
nuoC,JW5375,LB,3
nuoC,JW5375,M63,3
nuoE,JW2280,LB,3
nuoE,JW2280,M63,3
nuoF,JW2279,LB,3
nuoF,JW2279,M63,3
nuoG,JW2278,LB,3
nuoG,JW2278,M63,3
nuoH,JW2277,LB,3
nuoH,JW2277,M63,3
nuoI,JW2276,LB,3
nuoI,JW2276,M63,3
nuoJ,JW2275,LB,3
nuoJ,JW2275,M63,3
nuoK,JW2274,LB,3
nuoK,JW2274,M63,3
nuoL,JW2273,LB,3
nuoL,JW2273,M63,3
nuoM,JW2272,LB,3
nuoM,JW2272,M63,3
nuoN,JW2271,LB,3
nuoN,JW2271,M63,3
nupC,JW2389,LB,3
nupC,JW2389,M63,3
nupG,JW2932,LB,3
nupG,JW2932,M63,3
nusB,JW0406,LB,3
nusB,JW0406,M63,3
ogrK,JW2067,LB,3
ogrK,JW2067,M63,3
ogt,JW1329,LB,3
ogt,JW1329,M63,3
ompA,JW0940,LB,3
ompA,JW0940,M63,3
ompC,JW2203,LB,3
ompC,JW2203,M63,3
ompF,JW0912,LB,3
ompF,JW0912,M63,3
ompG,JW1312,LB,3
ompG,JW1312,M63,3
ompL,JW3846,LB,3
ompL,JW3846,M63,3
ompN,JW1371,LB,3
ompN,JW1371,M63,3
ompR,JW3368,LB,3
ompR,JW3368,M63,3
ompT,JW0554,LB,3
ompT,JW0554,M63,3
ompW,JW1248,LB,3
ompW,JW1248,M63,3
ompX,JW0799,LB,3
ompX,JW0799,M63,3
oppA,JW1235,LB,3
oppA,JW1235,M63,3
oppB,JW1236,LB,3
oppB,JW1236,M63,3
oppC,JW1237,LB,3
oppC,JW1237,M63,3
oppD,JW1238,LB,3
oppD,JW1238,M63,3
oppF,JW1239,LB,3
oppF,JW1239,M63,3
osmB,JW1275,LB,3
osmB,JW1275,M63,3
osmC,JW1477,LB,3
osmC,JW1477,M63,3
osmE,JW1728,LB,3
osmE,JW1728,M63,3
osmY,JW4338,LB,3
osmY,JW4338,M63,3
otsA,JW5312,LB,3
otsA,JW5312,M63,3
otsB,JW1886,LB,3
otsB,JW1886,M63,3
oxc,JW2370,LB,3
oxc,JW2370,M63,3
oxyR,JW3933,LB,3
oxyR,JW3933,M63,3
paaA,JW1383,LB,3
paaA,JW1383,M63,3
paaB,JW1384,LB,3
paaB,JW1384,M63,3
paaC,JW1385,LB,3
paaC,JW1385,M63,3
paaD,JW5217,LB,3
paaD,JW5217,M63,3
paaE,JW1387,LB,3
paaE,JW1387,M63,3
paaF,JW1388,LB,3
paaF,JW1388,M63,3
paaG,JW1389,LB,3
paaG,JW1389,M63,3
paaH,JW1390,LB,3
paaH,JW1390,M63,3
paaI,JW1391,LB,3
paaI,JW1391,M63,3
paaJ,JW1392,LB,3
paaJ,JW1392,M63,3
paaK,JW5218,LB,3
paaK,JW5218,M63,3
paaX,JW1394,LB,3
paaX,JW1394,M63,3
paaY,JW1395,LB,3
paaY,JW1395,M63,3
pabA,JW3323,LB,3
pabA,JW3323,M63,3
pabB,JW1801,LB,3
pabB,JW1801,M63,3
pabC,JW1082,LB,3
pabC,JW1082,M63,3
pal,JW0731,LB,3
pal,JW0731,M63,3
panB,JW0130,LB,3
panB,JW0130,M63,3
panC,JW0129,LB,3
panC,JW0129,M63,3
panD,JW0127,LB,3
panD,JW0127,M63,3
panE,JW0415,LB,3
panE,JW0415,M63,3
panF,JW3226,LB,3
panF,JW3226,M63,3
parC,JW2987,LB,3
parC,JW2987,M63,3
pbl,JW5457,LB,3
pbl,JW5457,M63,3
pbpC,JW2503,LB,3
pbpC,JW2503,M63,3
pbpG,JW5355,LB,3
pbpG,JW5355,M63,3
pck,JW3366,LB,3
pck,JW3366,M63,3
pcm,JW2713,LB,3
pcm,JW2713,M63,3
pcnB,JW5808,LB,3
pcnB,JW5808,M63,3
pdhR,JW0109,LB,3
pdhR,JW0109,M63,3
pdxA,JW0051,LB,3
pdxA,JW0051,M63,3
pdxB,JW2317,LB,3
pdxB,JW2317,M63,3
pdxH,JW1630,LB,3
pdxH,JW1630,M63,3
pdxJ,JW2548,LB,3
pdxJ,JW2548,M63,3
pdxK,JW2411,LB,3
pdxK,JW2411,M63,3
pdxY,JW1628,LB,3
pdxY,JW1628,M63,3
pepA,JW4217,LB,3
pepA,JW4217,M63,3
pepB,JW2507,LB,3
pepB,JW2507,M63,3
pepD,JW0227,LB,3
pepD,JW0227,M63,3
pepE,JW3981,LB,3
pepE,JW3981,M63,3
pepN,JW0915,LB,3
pepN,JW0915,M63,3
pepP,JW2876,LB,3
pepP,JW2876,M63,3
pepQ,JW3823,LB,3
pepQ,JW3823,M63,3
pepT,JW1113,LB,3
pepT,JW1113,M63,3
perR,JW0244,LB,3
perR,JW0244,M63,3
pfkA,JW3887,LB,3
pfkA,JW3887,M63,3
pfkB,JW5280,LB,3
pfkB,JW5280,M63,3
pflA,JW0885,LB,3
pflA,JW0885,M63,3
pflB,JW0886,LB,3
pflB,JW0886,M63,3
pflC,JW3924,LB,3
pflC,JW3924,M63,3
pflD,JW3923,LB,3
pflD,JW3923,M63,3
pfs,JW0155,LB,3
pfs,JW0155,M63,3
pgi,JW3985,LB,3
pgi,JW3985,M63,3
pgm,JW0675,LB,3
pgm,JW0675,M63,3
pgpA,JW0408,LB,3
pgpA,JW0408,M63,3
pgpB,JW1270,LB,3
pgpB,JW1270,M63,3
pheA,JW2580,LB,3
pheA,JW2580,M63,3
pheL,JW2579,LB,3
pheL,JW2579,M63,3
pheM,JW1705,LB,3
pheM,JW1705,M63,3
pheP,JW0565,LB,3
pheP,JW0565,M63,3
phnA,JW4069,LB,3
phnA,JW4069,M63,3
phnB,JW4068,LB,3
phnB,JW4068,M63,3
phnC,JW4067,LB,3
phnC,JW4067,M63,3
phnD,JW4066,LB,3
phnD,JW4066,M63,3
phnE,JW4065,LB,6
phnE,JW4065,M63,6
phnF,JW4063,LB,3
phnF,JW4063,M63,3
phnG,JW4062,LB,3
phnG,JW4062,M63,3
phnH,JW4061,LB,3
phnH,JW4061,M63,3
phnI,JW4060,LB,3
phnI,JW4060,M63,3
phnJ,JW4059,LB,3
phnJ,JW4059,M63,3
phnK,JW5727,LB,3
phnK,JW5727,M63,3
phnL,JW4057,LB,3
phnL,JW4057,M63,3
phnM,JW4056,LB,3
phnM,JW4056,M63,3
phnN,JW4055,LB,3
phnN,JW4055,M63,3
phnO,JW4054,LB,3
phnO,JW4054,M63,3
phnP,JW4053,LB,3
phnP,JW4053,M63,3
phoA,JW0374,LB,3
phoA,JW0374,M63,3
phoB,JW0389,LB,3
phoB,JW0389,M63,3
phoE,JW0231,LB,3
phoE,JW0231,M63,3
phoH,JW1005,LB,3
phoH,JW1005,M63,3
phoP,JW1116,LB,3
phoP,JW1116,M63,3
phoQ,JW1115,LB,3
phoQ,JW1115,M63,3
phoR,JW0390,LB,3
phoR,JW0390,M63,3
phoU,JW3702,LB,3
phoU,JW3702,M63,3
php,JW3342,LB,3
php,JW3342,M63,3
phr,JW0698,LB,3
phr,JW0698,M63,3
